session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train6,picture_file
train6,list2,35,Apfel_rot,Apfel,rot,1,HFP,SN,ncblock,food,Apfel_klein,apfel_klein.png
train6,list2,36,Bett_gruen,Bett,gruen,4,LFP,SN,ncblock,furniture,Bett_neu,bett_neu.png
train6,list2,37,Bild_alt,Bild,alt,5,HFP,SP,ncblock,furniture,Bild_alt,bild_alt.png
train6,list2,38,Blatt_gruen,Blatt,gruen,6,HFP,SN,ncblock,nature,Blatt_neu,blatt_neu.png
train6,list2,39,Brief_gross,Brief,gross,9,LFP,SP,ncblock,tool,Brief_gross,brief_gross.png
train6,list2,40,Brille_neu,Brille,neu,10,HFP,SN,ncblock,etc,Brille_alt,brille_alt.png
train6,list2,41,Brot_alt,Brot,alt,11,HFP,SP,ncblock,food,Brot_alt,brot_alt.png
train6,list2,42,Ei_gruen,Ei,gruen,16,LFP,SN,ncblock,food,Ei_alt,ei_alt.png
train6,list2,43,Erde_gross,Erde,gross,17,LFP,SN,ncblock,nature,Erde_neu,erde_neu.png
train6,list2,44,Glas_neu,Glas,neu,25,HFP,SP,ncblock,tool,Glas_neu,glas_neu.png
train6,list2,45,Haus_alt,Haus,alt,26,HFP,SP,ncblock,building,Haus_alt,haus_alt.png
train6,list2,46,Hut_schwarz,Hut,schwarz,30,HFP,SN,ncblock,clothing,Hut_neu,hut_neu.png
train6,list2,47,Kerze_klein,Kerze,klein,33,HFP,SN,ncblock,etc,Kerze_gross,kerze_gross.png
train6,list2,48,Kirche_alt,Kirche,alt,34,HFP,SN,ncblock,building,Kirche_neu,kirche_neu.png
train6,list2,49,Lampe_gross,Lampe,gross,37,LFP,SP,ncblock,furniture,Lampe_gross,lampe_gross.png
train6,list2,50,Mann_gruen,Mann,gruen,38,LFP,SN,ncblock,human,Mann_klein,mann_klein.png
train6,list2,51,Paket_gross,Paket,gross,42,HFP,SP,ncblock,etc,Paket_gross,paket_gross.png
train6,list2,52,Pfeil_gross,Pfeil,gross,44,LFP,SP,ncblock,etc,Pfeil_gross,pfeil_gross.png
train6,list2,53,Pflanze_rot,Pflanze,rot,45,LFP,SN,ncblock,nature,Pflanze_klein,pflanze_klein.png
train6,list2,54,Rock_klein,Rock,klein,47,LFP,SP,ncblock,clothing,Rock_klein,rock_klein.png
train6,list2,55,Rose_neu,Rose,neu,48,LFP,SN,ncblock,nature,Rose_klein,rose_klein.png
train6,list2,56,Schale_alt,Schale,alt,49,LFP,SP,ncblock,tool,Schale_alt,schale_alt.png
train6,list2,57,Stadion_neu,Stadion,neu,51,HFP,SP,ncblock,building,Stadion_neu,stadion_neu.png
train6,list2,58,Tasse_neu,Tasse,neu,52,LFP,SP,ncblock,tool,Tasse_neu,tasse_neu.png
train6,list2,59,Teppich_klein,Teppich,klein,53,LFP,SP,ncblock,furniture,Teppich_klein,teppich_klein.png
train6,list2,60,Tomate_neu,Tomate,neu,55,LFP,SP,ncblock,vegetable,Tomate_neu,tomate_neu.png
train6,list2,61,Tuer_neu,Tuer,neu,57,HFP,SP,ncblock,building,Tuer_neu,tuer_neu.png
train6,list2,62,Uhr_klein,Uhr,klein,59,LFP,SP,ncblock,tool,Uhr_klein,uhr_klein.png
train6,list2,63,Wolke_rot,Wolke,rot,60,LFP,SN,ncblock,nature,Wolke_klein,wolke_klein.png
train6,list2,64,Wueste_rot,Wueste,rot,61,LFP,SN,ncblock,nature,Wueste_klein,wueste_klein.png
train6,list2,65,Zweig_weiss,Zweig,weiss,65,LFP,SN,ncblock,nature,Zweig_neu,zweig_neu.png
train6,list2,66,Zwiebel_neu,Zwiebel,neu,66,LFP,SP,ncblock,vegetable,Zwiebel_neu,zwiebel_neu.png
