session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train5,picture_file
train5,list2,1,Ball_neu,Ball,neu,2,LFP,SN,cblock,tool,Ball_schwarz,ball_schwarz.png
train5,list2,2,Baum_gruen,Baum,gruen,3,HFP,SP,cblock,nature,Baum_gruen,baum_gruen.png
train5,list2,3,Blatt_gruen,Blatt,gruen,6,HFP,SN,cblock,nature,Blatt_weiss,blatt_weiss.png
train5,list2,4,Bombe_alt,Bombe,alt,8,LFP,SN,cblock,etc,Bombe_schwarz,bombe_schwarz.png
train5,list2,5,Buch_neu,Buch,neu,12,HFP,SN,cblock,etc,Buch_rot,buch_rot.png
train5,list2,6,Burg_rot,Burg,rot,13,LFP,SP,cblock,building,Burg_rot,burg_rot.png
train5,list2,7,Dach_rot,Dach,rot,15,HFP,SP,cblock,building,Dach_rot,dach_rot.png
train5,list2,8,Ei_gruen,Ei,gruen,16,LFP,SN,cblock,food,Ei_rot,ei_rot.png
train5,list2,9,Fabrik_rot,Fabrik,rot,18,LFP,SP,cblock,building,Fabrik_rot,fabrik_rot.png
train5,list2,10,Fahrrad_alt,Fahrrad,alt,19,HFP,SN,cblock,transportation,Fahrrad_rot,fahrrad_rot.png
train5,list2,11,Feder_weiss,Feder,weiss,20,HFP,SP,cblock,etc,Feder_weiss,feder_weiss.png
train5,list2,12,Flugzeug_weiss,Flugzeug,weiss,22,LFP,SP,cblock,transportation,Flugzeug_weiss,flugzeug_weiss.png
train5,list2,13,Frau_schwarz,Frau,schwarz,23,HFP,SP,cblock,human,Frau_schwarz,frau_schwarz.png
train5,list2,14,Geschenk_klein,Geschenk,klein,24,HFP,SN,cblock,etc,Geschenk_gruen,geschenk_gruen.png
train5,list2,15,Hemd_weiss,Hemd,weiss,27,HFP,SP,cblock,clothing,Hemd_weiss,hemd_weiss.png
train5,list2,16,Herd_neu,Herd,neu,28,HFP,SN,cblock,tool,Herd_schwarz,herd_schwarz.png
train5,list2,17,Hose_schwarz,Hose,schwarz,29,HFP,SP,cblock,clothing,Hose_schwarz,hose_schwarz.png
train5,list2,18,Kaffee_schwarz,Kaffee,schwarz,31,HFP,SN,cblock,food,Kaffee_rot,kaffee_rot.png
train5,list2,19,Kerze_klein,Kerze,klein,33,HFP,SN,cblock,etc,Kerze_gruen,kerze_gruen.png
train5,list2,20,Kirche_alt,Kirche,alt,34,HFP,SN,cblock,building,Kirche_weiss,kirche_weiss.png
train5,list2,21,Krone_klein,Krone,klein,36,LFP,SN,cblock,etc,Krone_schwarz,krone_schwarz.png
train5,list2,22,Mantel_schwarz,Mantel,schwarz,39,HFP,SP,cblock,clothing,Mantel_schwarz,mantel_schwarz.png
train5,list2,23,Mauer_gruen,Mauer,gruen,40,LFP,SP,cblock,building,Mauer_gruen,mauer_gruen.png
train5,list2,24,Nest_gruen,Nest,gruen,41,LFP,SP,cblock,building,Nest_gruen,nest_gruen.png
train5,list2,25,Palast_gross,Palast,gross,43,HFP,SN,cblock,building,Palast_schwarz,palast_schwarz.png
train5,list2,26,Rad_alt,Rad,alt,46,LFP,SN,cblock,etc,Rad_schwarz,rad_schwarz.png
train5,list2,27,Schuh_rot,Schuh,rot,50,HFP,SP,cblock,clothing,Schuh_rot,schuh_rot.png
train5,list2,28,Tisch_gruen,Tisch,gruen,54,HFP,SP,cblock,furniture,Tisch_gruen,tisch_gruen.png
train5,list2,29,Topf_schwarz,Topf,schwarz,56,LFP,SP,cblock,tool,Topf_schwarz,topf_schwarz.png
train5,list2,30,Turm_weiss,Turm,weiss,58,LFP,SN,cblock,building,Turm_rot,turm_rot.png
train5,list2,31,Wueste_rot,Wueste,rot,61,LFP,SN,cblock,nature,Wueste_weiss,wueste_weiss.png
train5,list2,32,Zeitung_schwarz,Zeitung,schwarz,62,LFP,SP,cblock,etc,Zeitung_schwarz,zeitung_schwarz.png
train5,list2,33,Zug_gross,Zug,gross,64,HFP,SN,cblock,transportation,Zug_rot,zug_rot.png
