session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train2,picture_file
train2,list2,35,Ball_neu,Ball,neu,2,LFP,SN,ncblock,tool,Ball_gross,ball_gross.png
train2,list2,36,Bild_alt,Bild,alt,5,HFP,SP,ncblock,furniture,Bild_alt,bild_alt.png
train2,list2,37,Blatt_gruen,Blatt,gruen,6,HFP,SN,ncblock,nature,Blatt_gross,blatt_gross.png
train2,list2,38,Bombe_alt,Bombe,alt,8,LFP,SN,ncblock,etc,Bombe_gross,bombe_gross.png
train2,list2,39,Brief_gross,Brief,gross,9,LFP,SP,ncblock,tool,Brief_gross,brief_gross.png
train2,list2,40,Brot_alt,Brot,alt,11,HFP,SP,ncblock,food,Brot_alt,brot_alt.png
train2,list2,41,Buch_neu,Buch,neu,12,HFP,SN,ncblock,etc,Buch_klein,buch_klein.png
train2,list2,42,Ei_gruen,Ei,gruen,16,LFP,SN,ncblock,food,Ei_klein,ei_klein.png
train2,list2,43,Fahrrad_alt,Fahrrad,alt,19,HFP,SN,ncblock,transportation,Fahrrad_neu,fahrrad_neu.png
train2,list2,44,Glas_neu,Glas,neu,25,HFP,SP,ncblock,tool,Glas_neu,glas_neu.png
train2,list2,45,Haus_alt,Haus,alt,26,HFP,SP,ncblock,building,Haus_alt,haus_alt.png
train2,list2,46,Herd_neu,Herd,neu,28,HFP,SN,ncblock,tool,Herd_gross,herd_gross.png
train2,list2,47,Kaffee_schwarz,Kaffee,schwarz,31,HFP,SN,ncblock,food,Kaffee_gross,kaffee_gross.png
train2,list2,48,Kirche_alt,Kirche,alt,34,HFP,SN,ncblock,building,Kirche_gross,kirche_gross.png
train2,list2,49,Krone_klein,Krone,klein,36,LFP,SN,ncblock,etc,Krone_alt,krone_alt.png
train2,list2,50,Lampe_gross,Lampe,gross,37,LFP,SP,ncblock,furniture,Lampe_gross,lampe_gross.png
train2,list2,51,Paket_gross,Paket,gross,42,HFP,SP,ncblock,etc,Paket_gross,paket_gross.png
train2,list2,52,Palast_gross,Palast,gross,43,HFP,SN,ncblock,building,Palast_alt,palast_alt.png
train2,list2,53,Pfeil_gross,Pfeil,gross,44,LFP,SP,ncblock,etc,Pfeil_gross,pfeil_gross.png
train2,list2,54,Rad_alt,Rad,alt,46,LFP,SN,ncblock,etc,Rad_gross,rad_gross.png
train2,list2,55,Rock_klein,Rock,klein,47,LFP,SP,ncblock,clothing,Rock_klein,rock_klein.png
train2,list2,56,Schale_alt,Schale,alt,49,LFP,SP,ncblock,tool,Schale_alt,schale_alt.png
train2,list2,57,Stadion_neu,Stadion,neu,51,HFP,SP,ncblock,building,Stadion_neu,stadion_neu.png
train2,list2,58,Tasse_neu,Tasse,neu,52,LFP,SP,ncblock,tool,Tasse_neu,tasse_neu.png
train2,list2,59,Teppich_klein,Teppich,klein,53,LFP,SP,ncblock,furniture,Teppich_klein,teppich_klein.png
train2,list2,60,Tomate_neu,Tomate,neu,55,LFP,SP,ncblock,vegetable,Tomate_neu,tomate_neu.png
train2,list2,61,Tuer_neu,Tuer,neu,57,HFP,SP,ncblock,building,Tuer_neu,tuer_neu.png
train2,list2,62,Turm_weiss,Turm,weiss,58,LFP,SN,ncblock,building,Turm_klein,turm_klein.png
train2,list2,63,Uhr_klein,Uhr,klein,59,LFP,SP,ncblock,tool,Uhr_klein,uhr_klein.png
train2,list2,64,Wueste_rot,Wueste,rot,61,LFP,SN,ncblock,nature,Wueste_alt,wueste_alt.png
train2,list2,65,Zug_gross,Zug,gross,64,HFP,SN,ncblock,transportation,Zug_neu,zug_neu.png
train2,list2,66,Zwiebel_neu,Zwiebel,neu,66,LFP,SP,ncblock,vegetable,Zwiebel_neu,zwiebel_neu.png
