session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train2,picture_file
train2,list2,1,Apfel_rot,Apfel,rot,1,HFP,SN,cblock,food,Apfel_schwarz,apfel_schwarz.png
train2,list2,2,Baum_gruen,Baum,gruen,3,HFP,SP,cblock,nature,Baum_gruen,baum_gruen.png
train2,list2,3,Bett_gruen,Bett,gruen,4,LFP,SN,cblock,furniture,Bett_schwarz,bett_schwarz.png
train2,list2,4,Blume_neu,Blume,neu,7,LFP,SN,cblock,nature,Blume_weiss,blume_weiss.png
train2,list2,5,Brille_neu,Brille,neu,10,HFP,SN,cblock,etc,Brille_rot,brille_rot.png
train2,list2,6,Burg_rot,Burg,rot,13,LFP,SP,cblock,building,Burg_rot,burg_rot.png
train2,list2,7,Bus_schwarz,Bus,schwarz,14,LFP,SN,cblock,transportation,Bus_gruen,bus_gruen.png
train2,list2,8,Dach_rot,Dach,rot,15,HFP,SP,cblock,building,Dach_rot,dach_rot.png
train2,list2,9,Erde_gross,Erde,gross,17,LFP,SN,cblock,nature,Erde_schwarz,erde_schwarz.png
train2,list2,10,Fabrik_rot,Fabrik,rot,18,LFP,SP,cblock,building,Fabrik_rot,fabrik_rot.png
train2,list2,11,Feder_weiss,Feder,weiss,20,HFP,SP,cblock,etc,Feder_weiss,feder_weiss.png
train2,list2,12,Flagge_schwarz,Flagge,schwarz,21,HFP,SN,cblock,etc,Flagge_gruen,flagge_gruen.png
train2,list2,13,Flugzeug_weiss,Flugzeug,weiss,22,LFP,SP,cblock,transportation,Flugzeug_weiss,flugzeug_weiss.png
train2,list2,14,Frau_schwarz,Frau,schwarz,23,HFP,SP,cblock,human,Frau_schwarz,frau_schwarz.png
train2,list2,15,Geschenk_klein,Geschenk,klein,24,HFP,SN,cblock,etc,Geschenk_weiss,geschenk_weiss.png
train2,list2,16,Hemd_weiss,Hemd,weiss,27,HFP,SP,cblock,clothing,Hemd_weiss,hemd_weiss.png
train2,list2,17,Hose_schwarz,Hose,schwarz,29,HFP,SP,cblock,clothing,Hose_schwarz,hose_schwarz.png
train2,list2,18,Hut_schwarz,Hut,schwarz,30,HFP,SN,cblock,clothing,Hut_rot,hut_rot.png
train2,list2,19,Kamera_gross,Kamera,gross,32,LFP,SN,cblock,tool,Kamera_rot,kamera_rot.png
train2,list2,20,Kerze_klein,Kerze,klein,33,HFP,SN,cblock,etc,Kerze_weiss,kerze_weiss.png
train2,list2,21,Kleid_weiss,Kleid,weiss,35,HFP,SN,cblock,clothing,Kleid_schwarz,kleid_schwarz.png
train2,list2,22,Mann_gruen,Mann,gruen,38,LFP,SN,cblock,human,Mann_schwarz,mann_schwarz.png
train2,list2,23,Mantel_schwarz,Mantel,schwarz,39,HFP,SP,cblock,clothing,Mantel_schwarz,mantel_schwarz.png
train2,list2,24,Mauer_gruen,Mauer,gruen,40,LFP,SP,cblock,building,Mauer_gruen,mauer_gruen.png
train2,list2,25,Nest_gruen,Nest,gruen,41,LFP,SP,cblock,building,Nest_gruen,nest_gruen.png
train2,list2,26,Pflanze_rot,Pflanze,rot,45,LFP,SN,cblock,nature,Pflanze_weiss,pflanze_weiss.png
train2,list2,27,Rose_neu,Rose,neu,48,LFP,SN,cblock,nature,Rose_rot,rose_rot.png
train2,list2,28,Schuh_rot,Schuh,rot,50,HFP,SP,cblock,clothing,Schuh_rot,schuh_rot.png
train2,list2,29,Tisch_gruen,Tisch,gruen,54,HFP,SP,cblock,furniture,Tisch_gruen,tisch_gruen.png
train2,list2,30,Topf_schwarz,Topf,schwarz,56,LFP,SP,cblock,tool,Topf_schwarz,topf_schwarz.png
train2,list2,31,Wolke_rot,Wolke,rot,60,LFP,SN,cblock,nature,Wolke_weiss,wolke_weiss.png
train2,list2,32,Zeitung_schwarz,Zeitung,schwarz,62,LFP,SP,cblock,etc,Zeitung_schwarz,zeitung_schwarz.png
train2,list2,33,Zelt_klein,Zelt,klein,63,HFP,SN,cblock,building,Zelt_schwarz,zelt_schwarz.png
train2,list2,34,Zweig_weiss,Zweig,weiss,65,LFP,SN,cblock,nature,Zweig_rot,zweig_rot.png
